id,uuid,object,like + comment,GROUP_CONCAT(DISTINCT categories.name),time
627954,c46aff10-ae42-11eb-9662-0a1200300037,track,11,"ambient,hip hop,pop,singer,songwriter",2021-05-06 08:12:15
644130,4410e02d-b194-11eb-9aa7-1254437355c5,photo,11,"dance,electronic,indie,singer,songwriter,lyricist",2021-05-10 13:33:12
646366,f26e1875-b1f3-11eb-ba1a-1254437355c5,shoutOut,11,"hip hop,jazz,r&b/soul,bassist,producer,mastering engineer,studio mix engineer,composer",2021-05-11 00:58:07
646735,f8da1d5b-b206-11eb-80bb-128a130028af,video,11,"classical,jazz,r&b/soul,pianist,musician,music director",2021-05-11 03:14:18
651859,2cbc0cce-b31d-11eb-bee4-1254437355c5,video,11,"electronic,producer",2021-05-12 12:25:45
653833,4a9e25bd-b373-11eb-962d-0ae838defca7,track,11,"hip hop,rap,lofi,singer,music lover,songwriter,rapper,pianist",2021-05-12 22:42:12
656470,f900beaa-b3f9-11eb-a452-128a130028af,shoutOut,11,"emo,hip hop,r&b/soul,music lover,songwriter,mastering engineer,studio mix engineer",2021-05-13 14:46:17
662650,b03af5ea-b52c-11eb-bdfc-1254437355c5,shoutOut,11,,2021-05-15 03:21:50
662743,a203cd34-b530-11eb-82a8-0ae838defca7,shoutOut,11,"country,pop,rock,singer,music lover",2021-05-15 03:50:05
663548,ea271b0c-b55f-11eb-9565-0ae838defca7,track,11,"electronic,pop,rock,producer,singer,songwriter,studio mix engineer,composer",2021-05-15 09:28:32
664783,3e36b764-b5a2-11eb-9ee4-0a0d7a10423a,video,11,"electronic,pop,rock,producer,singer,songwriter,studio mix engineer,composer",2021-05-15 17:23:20
667397,23d2bf06-b62e-11eb-816f-1254437355c5,video,11,"ambient,electronic,progressive rock,guitarist,songwriter,composer",2021-05-16 10:04:45
671106,293d11a9-b6e9-11eb-b2eb-1254437355c5,photo,11,"techno,trance,singer,music lover",2021-05-17 08:23:30
693386,435fc58c-bb49-11eb-869a-1254437355c5,shoutOut,11,"ambient,r&b/soul,psychedelic,producer,singer,songwriter",2021-05-22 22:01:30
697704,cb9b080d-bbfd-11eb-a0f8-0a1200300037,video,11,"jazz,pop,rock (alt.),singer,music lover,composer,lyricist",2021-05-23 19:33:48
719066,c71f0fb5-bfee-11eb-b5e7-12d73b08236b,video,11,"blues,folk,jazz,guitarist,producer,singer,music lover",2021-05-28 19:56:23
721640,de7b43c2-c093-11eb-bd59-0a0d7a10423a,shoutOut,11,,2021-05-29 15:38:09
727942,eb65d68b-c1e6-11eb-985a-0a0d7a10423a,video,11,"indie,pop,rock,producer,singer,songwriter,pianist,lyricist",2021-05-31 08:05:10
728698,e442b9a3-c20d-11eb-8dc1-1254437355c5,video,11,"indie,pop,acoustic,singer,songwriter",2021-05-31 12:44:08
729425,d10d2645-c22f-11eb-b803-0a1200300037,shoutOut,11,"hip hop,pop,r&b/soul,producer,beatmaker,songwriter,graphic designer,studio mix engineer",2021-05-31 16:46:59
735899,db33b418-c39a-11eb-885f-128a130028af,shoutOut,11,"techno,trance,singer,music lover",2021-06-02 12:05:43
739286,ed4b651c-c444-11eb-89ca-12d73b08236b,video,11,"country,acoustic,bollywood,singer,music lover,songwriter,dancer",2021-06-03 08:23:08
747986,29c9f91a-c62e-11eb-8772-0ae838defca7,shoutOut,11,"rock,flamenco,trap,beatmaker,singer,songwriter,composer,pianist",2021-06-05 18:45:14
782266,6854951e-ce7b-11eb-8f81-12d73b08236b,video,11,"world music,acoustic,bollywood,guitarist,singer,music lover",2021-06-16 08:18:19
787558,eb6f5a34-cff9-11eb-8842-1254437355c5,photo,11,"classical,country,religious,singer,music lover",2021-06-18 05:56:27
791838,eba01720-d084-11eb-91a8-128a130028af,track,11,"hip hop,r&b/soul,producer,music lover,songwriter,rapper",2021-06-18 22:31:27
796808,196b3a10-d176-11eb-aedd-12d73b08236b,video,11,"classical,opera,alternative r&b,producer,beatmaker,singer,music lover,independent artist",2021-06-20 03:17:53
801938,8924f90a-d2a2-11eb-a1d3-0ae838defca7,photo,11,"r&b/soul,singer,songwriter,rapper,lyricist",2021-06-21 15:08:29
802357,f3993e34-d2b7-11eb-9046-0a0d7a10423a,video,11,"pop,r&b/soul,singer,songwriter,composer,lyricist",2021-06-21 17:41:47
803399,440177f7-d2ea-11eb-a014-0a1200300037,video,11,"folk,indie,guitarist,percussionist,singer,songwriter,pianist",2021-06-21 23:41:57
804068,7c4c2273-d316-11eb-ac22-128a130028af,track,11,"funk,r&b/soul,disco,bassist,guitarist,singer,songwriter,composer",2021-06-22 04:58:29
827487,b409ebab-d8f4-11eb-8fa6-12d73b08236b,video,11,"ambient,indie,neoclassical,composer,pianist,lyricist",2021-06-29 16:11:47
829695,48f2c6bb-d982-11eb-a35f-0ae838defca7,video,11,"electronic,indie,pop,keyboardist,singer,music lover,songwriter,composer",2021-06-30 09:05:16
830917,8e63cec9-d9c2-11eb-a92e-0ae838defca7,video,11,"pop,r&b/soul,brazilian,guitarist,keyboardist,singer,songwriter",2021-06-30 16:45:20
830922,d8eeb649-d9c3-11eb-ab03-0ae838defca7,video,11,"pop,r&b/soul,brazilian,guitarist,keyboardist,singer,songwriter",2021-06-30 16:54:35
837258,9c8a703f-db40-11eb-8a71-0ae838defca7,shoutOut,11,"world music,instrumental,bollywood,guitarist,keyboardist,singer,music teacher,pianist",2021-07-02 14:20:12
838335,6111d780-db76-11eb-b2d8-1254437355c5,shoutOut,11,"electronic,hip hop,pop,mastering engineer,studio mix engineer",2021-07-02 20:45:05
843483,ae3232a2-dcca-11eb-978c-128a130028af,track,11,"hip hop,r&b/soul,neosoul,beatmaker,singer,music lover,songwriter",2021-07-04 13:21:03
857262,291ff196-dfeb-11eb-a059-128a130028af,photo,11,"drum and bass,edm,trap,violinist,music lover,composer",2021-07-08 12:51:07
868794,c7746471-e29f-11eb-afc4-0a0d7a10423a,track,11,"indie,pop,r&b/soul,producer,singer,songwriter,rapper,pianist",2021-07-11 23:29:04
875620,6754645a-e42f-11eb-9ebd-0ae838defca7,photo,11,"indie,pop,rock,producer,songwriter,photographer,videographer,lyricist",2021-07-13 23:09:41
875689,b471666e-e435-11eb-8ac9-128a130028af,video,11,"indie,pop,punk,band,bassist,music lover,photographer,videographer",2021-07-13 23:54:48
570,f2845cf3-c825-11eb-9126-1254437355c5,track,10,"r&b/soul,singer,songwriter,rapper,lyricist",2021-06-08 06:51:27
2788,ae8383de-c7b9-11eb-9346-12d73b08236b,shoutOut,10,"funk,hip hop,r&b/soul,singer,music lover,aspiring artist manager",2021-06-07 17:56:28
3093,e5c20fa8-c162-11eb-9512-1254437355c5,video,10,"blues,r&b/soul,rock (alt.),music lover,songwriter,mastering engineer,composer,lyricist",2021-05-30 16:20:07
27577,c2e109b2-3969-11eb-b209-12d73b08236b,track,10,"indie,pop,alternative,guitarist,producer,singer,songwriter,composer",2020-12-08 15:26:37
35385,d9de58b1-c5cc-11eb-8354-0ae838defca7,shoutOut,10,"hip hop,r&b/soul,house,dj,producer,beatmaker,label",2021-06-05 07:08:38
109279,0629b561-4255-11eb-b888-0a0d7a10423a,track,10,"indie,pop,rock,backing singer,guitarist,singer,composer,lyricist",2020-12-19 23:50:51
166478,328a8d9f-49f2-11eb-8500-1254437355c5,track,10,"hip hop,r&b/soul,world music,producer,singer,studio mix engineer",2020-12-29 16:23:34
168015,c2bdb9a2-4a90-11eb-ae58-0a0d7a10423a,video,10,"pop,rock,rock (alt.),guitarist,producer,singer,mastering engineer,studio mix engineer",2020-12-30 11:18:37
168895,40147823-4a92-11eb-8536-1254437355c5,track,10,"folk,indie,r&b/soul,guitarist,singer,music lover,songwriter,ukulelist",2020-12-30 11:29:17
169362,20daf4af-4a91-11eb-83fc-128a130028af,track,10,"pop,r&b/soul,rock (alt.),producer,singer,songwriter",2020-12-30 11:21:15
169512,6fd6822c-4a91-11eb-8412-1254437355c5,track,10,"ambient,electronic,jazz,guitarist,producer",2020-12-30 11:23:27
170004,3bd540dd-4a91-11eb-885d-0ae838defca7,video,10,"pop,rock,rock (alt.),guitarist,keyboardist,producer,composer",2020-12-30 11:22:00
170679,26291a91-4a91-11eb-8402-128a130028af,video,10,"electronic,indie,r&b/soul,drummer,guitarist,producer,singer,songwriter",2020-12-30 11:21:24
170718,3e18135e-4a91-11eb-867b-12d73b08236b,video,10,"ambient,indie,pop,producer,singer,songwriter",2020-12-30 11:22:04
170911,43cc2ec9-4a91-11eb-8889-0ae838defca7,video,10,"electronic,indie,psychedelic,producer,songwriter,video director",2020-12-30 11:22:13
171717,b820a8b9-4a91-11eb-87d9-0a1200300037,video,10,"hip hop,r&b/soul,reggae,producer,beatmaker,songwriter,graphic designer,rapper",2020-12-30 11:25:28
172275,88778725-4a92-11eb-888a-12d73b08236b,video,10,"pop,r&b/soul,chill hip hop,singer,songwriter,rapper",2020-12-30 11:31:18
172555,32146050-4a92-11eb-89e4-0ae838defca7,video,10,"folk,indie,r&b/soul,guitarist,singer,music lover,songwriter,ukulelist",2020-12-30 11:28:53
174001,df162ecf-4a92-11eb-b1b7-0a0d7a10423a,video,10,"indie,rock (alt.),anti pop,producer,singer,songwriter,graphic designer,rapper",2020-12-30 11:33:43
174786,82c91f46-4a93-11eb-8723-1254437355c5,video,10,"pop,r&b/soul,edm,singer,songwriter,lyricist",2020-12-30 11:38:18
177453,82920b1b-4a94-11eb-8cfa-0ae838defca7,video,10,"blues,indie,rock,guitarist,singer,songwriter",2020-12-30 11:45:27
179536,847af34c-4a95-11eb-8a37-1254437355c5,video,10,"hip hop,metal,r&b/soul,producer,singer,studio mix engineer,videographer,composer",2020-12-30 11:52:40
186991,42ac69ff-4b03-11eb-9033-1254437355c5,video,10,"blues,backing singer,composer,chanteur guitariste,piano  compositeur",2020-12-31 00:58:14
207231,b967e59e-4f3b-11eb-858c-1254437355c5,shoutOut,10,"hip hop,r&b/soul,music lover,songwriter,label,rapper,lyricist",2021-01-05 09:52:30
207548,e1bfba1f-4f3b-11eb-8e5a-128a130028af,shoutOut,10,"pop,r&b/soul,edm,singer,songwriter",2021-01-05 09:53:37
225617,bf3a9395-5258-11eb-8870-128a130028af,video,10,"ambient,techno,psychedelic,dj,guitarist,producer,songwriter",2021-01-09 08:57:48
237521,30776434-551d-11eb-9f31-12d73b08236b,track,10,"hip hop,indie,r&b/soul,backing singer,singer,songwriter,rapper,lyricist",2021-01-12 21:29:02
250554,1f151936-582e-11eb-a5c2-0a0d7a10423a,video,10,"pop,rock,brazilian,guitarist,sidewoman",2021-01-16 19:07:48
259405,2a6b64cf-5a51-11eb-8b04-128a130028af,video,10,"indie,pop,rock,backing singer,guitarist,singer,songwriter",2021-01-19 12:23:42
269831,2565cb28-5d18-11eb-b7ba-128a130028af,video,10,"hip hop,pop,rap,singer,blogger,rapper",2021-01-23 01:13:05
286935,a358fa2c-7d2c-11eb-b965-0ae838defca7,shoutOut,10,,2021-03-04 21:00:24
288650,6cb43d46-cedf-11eb-b12e-0a1200300037,video,10,"hip hop,drum and bass,dubstep,singer,photographer,composer,dancer,lyricist",2021-06-16 20:14:16
305229,af7636e7-669b-11eb-b841-1254437355c5,track,10,"r&b/soul,lofi,alternative,producer,singer,songwriter,cover art",2021-02-04 03:47:21
316276,af3b3bf7-6978-11eb-82b3-128a130028af,video,10,"electronic,pop,guitarist,producer,singer,songwriter",2021-02-07 19:14:22
317658,27528300-69dd-11eb-8421-1254437355c5,video,10,"blues,pop,r&b/soul,guitarist,singer,songwriter",2021-02-08 07:13:33
331991,14bfbb7a-6d61-11eb-b287-1254437355c5,video,10,"hip hop,r&b/soul,singer,songwriter,label,photographer,rapper",2021-02-12 18:35:29
338620,d85728ce-6f0e-11eb-a66a-1254437355c5,video,10,"hip hop,reggae,world music,singer",2021-02-14 21:51:51
345722,1954c71f-70aa-11eb-83cb-1254437355c5,track,10,"pop,r&b/soul,edm,producer,singer",2021-02-16 22:55:44
388180,ede0bef9-7651-11eb-875e-0a0d7a10423a,video,10,"hip hop,jazz,r&b/soul,producer,studio mix engineer,pianist",2021-02-24 03:39:42
401215,b27acdbe-79a6-11eb-bfb6-0a0d7a10423a,track,10,"classical,electronic,progressive rock,keyboardist,songwriter,composer,pianist,arranger",2021-02-28 09:24:03
401226,8abdd8e4-79a6-11eb-a892-12d73b08236b,video,10,"classical,electronic,progressive rock,keyboardist,songwriter,composer,pianist,arranger",2021-02-28 09:22:56
410215,27dcc826-7bee-11eb-9a5f-0ae838defca7,video,10,"indie,pop,r&b/soul,singer,songwriter,composer",2021-03-03 07:00:37
413202,88e8102b-7cb7-11eb-8cd2-0a0d7a10423a,shoutOut,10,"pop,r&b/soul,edm,producer,singer,songwriter,mastering engineer,studio mix engineer",2021-03-04 07:02:08
416504,18b922d9-7db2-11eb-860f-0a1200300037,video,10,"pop,r&b/soul,rock,band,singer,music lover,songwriter,ukulelist",2021-03-05 12:55:44
418799,3c21c12c-7e4d-11eb-8d6f-1254437355c5,video,10,"r&b/soul,reggae,afro,singer,lyricist",2021-03-06 07:26:15
419947,83b47470-7ff5-11eb-b370-12d73b08236b,video,10,"hip hop,pop,r&b/soul,producer,beatmaker,promoter",2021-03-08 10:03:22
422829,dfc1ebb9-7f63-11eb-8e01-0ae838defca7,video,10,"hip hop,r&b/soul,rock (alt.),singer,music lover,studio mix engineer,rapper",2021-03-07 16:40:50
437044,2c0e71eb-8315-11eb-816a-0a1200300037,video,10,"r&b/soul,techno,psychedelic,keyboardist,producer,music lover,songwriter,pianist",2021-03-12 09:27:32
437264,49158cbb-832d-11eb-8d9b-12d73b08236b,video,10,"punk,r&b/soul,rock,singer,songwriter,video director,rapper,videographer",2021-03-12 12:20:09
444781,9cdd60b8-855f-11eb-9656-0a0d7a10423a,video,10,"indie,rock,world music,guitarist,singer,songwriter,composer,lyricist",2021-03-15 07:25:27
447177,68fea8ed-8603-11eb-9f1a-0a0d7a10423a,shoutOut,10,"classical,jazz,broadway,singer,composer,pianist,soprano,conductor",2021-03-16 02:57:57
447488,bf1c09bc-863d-11eb-beb8-128a130028af,video,10,"classical,folk,jazz,guitarist,keyboardist,singer,ukulelist",2021-03-16 09:55:32
451090,b0d6f70a-8721-11eb-82f2-12d73b08236b,video,10,"r&b/soul,rock,psychedelic,guitarist,singer,music lover,composer,lyricist",2021-03-17 13:07:14
453379,45cdd9c7-87d6-11eb-9150-0ae838defca7,video,10,"folk,jazz,r&b/soul,guitarist,singer,music lover,songwriter,ukulelist",2021-03-18 10:39:53
454233,28c293f5-94a2-11eb-bbcf-1254437355c5,track,10,"hip hop,indie,trap,guitarist,singer,songwriter,rapper,composer",2021-04-03 17:29:35
454973,ed3b24df-8833-11eb-8f31-0a0d7a10423a,video,10,"indie,pop,r&b/soul,singer",2021-03-18 21:50:17
459391,a7ebb9f4-898c-11eb-a3fd-1254437355c5,video,10,"funk,jazz,psychedelic,guitarist,producer,singer,trumpeter,technician",2021-03-20 14:57:57
464005,caf8cb43-8ad8-11eb-866b-0a0d7a10423a,shoutOut,10,"pop,rock,rock (alt.),singer,pianist",2021-03-22 06:35:29
465514,7cde4245-8b3c-11eb-b788-0a1200300037,video,10,"opera,pop,rock,singer,music lover",2021-03-22 18:29:07
465664,a407b515-8b43-11eb-8238-0a1200300037,shoutOut,10,"pop,r&b/soul,edm,singer,songwriter,lyricist",2021-03-22 19:20:20
466463,c489d5b6-8b78-11eb-b87c-0ae838defca7,track,10,"hip hop,pop,r&b/soul,singer,rapper,lyricist",2021-03-23 01:40:37
472815,9dca421c-8cde-11eb-a847-0a0d7a10423a,shoutOut,10,"blues,hip hop,pop,producer,songwriter,studio mix engineer",2021-03-24 20:22:12
473055,9c846134-8ce9-11eb-aa26-0a1200300037,video,10,"hip hop,r&b/soul,trap,music lover,songwriter,video director,rapper,lyricist",2021-03-24 21:40:55
475256,6416b30b-8d78-11eb-88c2-12d73b08236b,video,10,"blues,r&b/soul,rock,bassist,guitarist,singer,songwriter",2021-03-25 14:42:58
475710,02bfbcd5-8d78-11eb-8891-12d73b08236b,video,10,"hip hop,drum and bass,trap,beatmaker,songwriter,graphic designer,rapper",2021-03-25 14:40:15
478519,0e86eebf-8e24-11eb-a65b-12d73b08236b,track,10,"indie,pop,singer,songwriter",2021-03-26 11:11:48
479791,b7cc63a3-8e85-11eb-843b-1254437355c5,video,10,"electronic,indie,pop,guitarist,singer,music lover,songwriter,lyricist",2021-03-26 22:50:53
487698,0b66b2c2-905d-11eb-9436-0ae838defca7,shoutOut,10,"electronic,pop,singer,songwriter",2021-03-29 07:04:46
489526,e4e6d435-90c5-11eb-83f1-0ae838defca7,video,10,"dance,pop,edm,dj,keyboardist,producer,pianist",2021-03-29 19:35:19
490546,1444a661-90ff-11eb-9bc1-0a1200300037,shoutOut,10,"indie,pop,rock (alt.),guitarist,producer,singer,music lover,lyricist",2021-03-30 02:24:40
490758,cb10a4e4-911b-11eb-9e68-1254437355c5,video,10,"dance,pop,acoustic,backing singer,singer",2021-03-30 05:50:12
493721,a8da129e-91b1-11eb-a8be-0a1200300037,shoutOut,10,"jazz,rock,progressive rock,music lover,graphic designer",2021-03-30 23:42:59
494336,04433ca8-91d5-11eb-b967-0ae838defca7,video,10,"pop,r&b/soul,rock,guitarist,singer,songwriter,composer,pianist",2021-03-31 03:56:05
496106,5c0e27d9-923b-11eb-a100-1254437355c5,video,10,"electronic,hip hop,r&b/soul,producer,publisher,graphic designer,rapper,lyricist",2021-03-31 16:08:41
496787,34757323-9263-11eb-8a8f-1254437355c5,video,10,"ambient,blues,electronic,backing singer,band,keyboardist,manager,harmonicist",2021-03-31 20:53:54
499640,0a628347-9312-11eb-b0bb-128a130028af,track,10,"punk,psychedelic,progressive rock,guitarist,singer,music lover,songwriter",2021-04-01 17:45:26
501380,ccfa2453-938b-11eb-a8d1-0a1200300037,video,10,"folk,funk,r&b/soul,band,guitarist,singer,songwriter,composer",2021-04-02 08:17:01
506963,03ef93e6-94ba-11eb-83db-1254437355c5,photo,10,"indie,pop,singer,songwriter,pianist,lyricist",2021-04-03 20:20:22
508924,5a0f08ad-9544-11eb-919e-0a1200300037,track,10,"classical,indie,r&b/soul,singer,music lover,songwriter,pianist",2021-04-04 12:50:37
510060,368b8499-9572-11eb-b90a-12d73b08236b,video,10,"classical,singer,music lover",2021-04-04 18:18:54
510063,5b220af8-956c-11eb-aaf8-0a0d7a10423a,track,10,"gospel,pop,r&b/soul,singer,music lover,songwriter,lyricist",2021-04-04 17:36:58
512994,a05d87fa-9617-11eb-89df-12d73b08236b,shoutOut,10,"orchestral,pop,rock,singer,composer,musician,voice artist",2021-04-05 14:02:58
515257,2f49df40-966e-11eb-a2a5-0a1200300037,track,10,"ambient,hip hop,r&b/soul,producer,singer,songwriter,rapper,composer",2021-04-06 00:22:35
523755,814f8a17-983b-11eb-a0a3-0ae838defca7,video,10,"classical,indie,jazz,music lover,music teacher,pianist",2021-04-08 07:24:50
529299,3b1079fe-9967-11eb-b3f3-12d73b08236b,photo,10,"electronic,hip hop,r&b/soul,producer,studio mix engineer",2021-04-09 19:10:22
531461,2dd8eb1f-99e0-11eb-bc39-0ae838defca7,video,10,"electronic,hip hop,pop,producer,beatmaker,mastering engineer,composer,mixer",2021-04-10 09:36:09
533179,0ad8c984-9a3c-11eb-adff-0a0d7a10423a,track,10,"indie,pop,r&b/soul,guitarist,singer,songwriter,ukulelist,lyricist",2021-04-10 20:33:44
536464,12d43521-9b05-11eb-a20d-0a0d7a10423a,video,10,"classical,indie,pop,singer,music lover,songwriter,artist,actor",2021-04-11 20:32:46
538759,311e1eb9-9b93-11eb-846e-0a0d7a10423a,track,10,"hip hop,indie,r&b/soul,guitarist,producer,singer,songwriter,pianist",2021-04-12 13:30:05
543255,66a863b5-9c57-11eb-b970-12d73b08236b,video,10,"rock (alt.),shoegaze/stonegaze/dreampop/ambient,stoner/doom/postpunk/postrock/gothrock,guitarist,singer,songwriter,guitar tech,studio mix engineer",2021-04-13 12:54:36
550224,54d1599e-9dbe-11eb-9f17-0a0d7a10423a,video,10,"electronic,folk,pop,keyboardist,singer,songwriter,composer,pianist",2021-04-15 07:43:56
550326,c8f321fb-9dc5-11eb-972b-1254437355c5,shoutOut,10,"r&b/soul,rock (alt.),drum and bass,singer,music lover,songwriter,podcaster,dancer",2021-04-15 08:37:17
551638,8e49e92d-9e13-11eb-aa70-0a0d7a10423a,track,10,"indie,pop,r&b/soul,singer,music lover,songwriter,aspiring producer",2021-04-15 17:53:59
551942,74ddba58-9e20-11eb-b611-0a0d7a10423a,video,10,"hip hop,r&b/soul,reggae,songwriter,video director,rapper,videographer,independent artist",2021-04-15 19:26:20
552667,2bf1f1ff-9e3e-11eb-bf87-1254437355c5,video,10,"blues,jazz,r&b/soul,singer,songwriter,graphic designer",2021-04-15 22:59:03
557137,6678b6b7-9f49-11eb-a452-128a130028af,shoutOut,10,"dance,pop,r&b/soul,producer,singer,music lover,songwriter,dancer",2021-04-17 06:51:57
557393,b8d04ad3-9f52-11eb-ad84-0a1200300037,photo,10,"indie,pop,r&b/soul,singer,composer",2021-04-17 07:58:40
557431,dafefc65-9f58-11eb-a105-1254437355c5,shoutOut,10,"classical,jazz,religious,music lover,songwriter,blogger,dancer,radio dj",2021-04-17 08:42:35
561585,473a82ca-a04f-11eb-9da0-1254437355c5,video,10,"pop,r&b/soul,rock,singer,music lover",2021-04-18 14:06:32
562099,34a3f053-a06a-11eb-bd93-0a1200300037,shoutOut,10,"latin,r&b/soul,reggae,guitarist,singer,songwriter,composer,influencer",2021-04-18 17:19:18
564479,a32cd2f2-a0f6-11eb-90ff-128a130028af,video,10,"dance,pop,singer,music lover,songwriter,lyricist,influencer",2021-04-19 10:04:32
565840,06753509-a147-11eb-ad7a-12d73b08236b,video,10,"latin,world music,afro,singer,songwriter",2021-04-19 19:39:59
566230,1605e85f-a14b-11eb-9f58-0ae838defca7,track,10,"hip hop,singer,songwriter,rapper,lyricist",2021-04-19 20:09:03
566691,4759ee00-a15f-11eb-bdad-0a0d7a10423a,video,10,"folk,pop,world music,singer,music lover,songwriter,composer,lyricist",2021-04-19 22:33:36
567131,2f8eeb05-a187-11eb-9fc5-12d73b08236b,shoutOut,10,"gospel,indie,rock (alt.),drummer,singer,songwriter,music teacher,ukulelist",2021-04-20 03:19:16
567305,baa1fd4d-a185-11eb-8d5b-0ae838defca7,track,10,"drum and bass,edm,trap,violinist,music lover,composer",2021-04-20 03:08:50
568045,12d9b828-a1ae-11eb-9a52-1254437355c5,shoutOut,10,,2021-04-20 07:57:38
568521,34af9f82-a1d5-11eb-955e-12d73b08236b,shoutOut,10,"electronic,pop,acoustic,singer,music lover,songwriter",2021-04-20 12:37:45
570025,28800013-a216-11eb-816c-0ae838defca7,video,10,"hip hop,indie,r&b/soul,singer",2021-04-20 20:22:42
571013,7bbe16c7-a254-11eb-ad47-1254437355c5,video,10,"folk,pop,guitarist,producer,singer,songwriter",2021-04-21 03:48:50
571502,348d4a6c-a279-11eb-8898-0ae838defca7,video,10,"dance,indie,pop,dj,producer",2021-04-21 08:11:42
585706,63d7126b-a5b8-11eb-8a0d-0a0d7a10423a,track,10,"pop,lofi,singer,songwriter,composer,pianist,lyricist",2021-04-25 11:21:33
592179,a5d25280-a6ee-11eb-b25e-0ae838defca7,video,10,"folk,metal,pop,singer,lyricist",2021-04-27 00:22:28
592673,ec6c1821-a70a-11eb-947e-12d73b08236b,video,10,"hip hop,trap,producer,mastering engineer,studio mix engineer,rapper",2021-04-27 03:44:52
604570,4a9181de-a96b-11eb-9544-0ae838defca7,video,10,"rock,rock (alt.),brazilian,producer,singer,songwriter,composer",2021-04-30 04:19:44
611252,6b8c5969-aad6-11eb-8af2-0a0d7a10423a,track,10,,2021-05-01 23:39:07
612182,c1f1f74f-ab1a-11eb-b2df-0a0d7a10423a,photo,10,"classical,folk,religious,singer,music teacher,composer,musician,performer",2021-05-02 07:48:18
612187,10acd4e2-ab1c-11eb-b367-0a0d7a10423a,video,10,"ambient,electronic,indie,bassist,guitarist,keyboardist,singer,composer",2021-05-02 07:57:39
612284,173ad8a3-ab22-11eb-82cd-0a0d7a10423a,track,10,"metal,rock,trance,guitarist,keyboardist,songwriter,studio mix engineer,composer",2021-05-02 08:40:47
616826,5846553d-ac10-11eb-9aac-0a1200300037,video,10,"hip hop,pop,r&b/soul,backing singer,music lover,songwriter,composer,lyricist",2021-05-03 13:06:17
618160,fd6b2605-ac4e-11eb-9795-12d73b08236b,track,10,"indie,latin,rock,guitarist,singer",2021-05-03 20:34:42
621265,406eddb8-ace2-11eb-9127-1254437355c5,photo,10,"emo,indie,pop,backing singer,singer,songwriter,composer,lyricist",2021-05-04 14:08:51
625537,32bf36dd-adc3-11eb-89ac-0a0d7a10423a,shoutOut,10,"pop,r&b/soul,singer,music lover",2021-05-05 16:59:05
625765,fe086b1d-adc9-11eb-90f6-0a1200300037,shoutOut,10,"blues,r&b/soul,rock,backing singer,singer,music lover",2021-05-05 17:47:43
626435,f5257226-adf2-11eb-b7b0-12d73b08236b,video,10,"blues,psychedelic,dreampop,guitarist,keyboardist,singer,songwriter,lyricist",2021-05-05 22:40:57
627579,64d4cf12-ae29-11eb-adcc-1254437355c5,video,10,"pop,r&b/soul,edm,producer,singer",2021-05-06 05:10:37
628834,83cfa925-ae6f-11eb-b86d-12d73b08236b,video,10,"indie,pop,r&b/soul,mastering engineer,agent,talent scout",2021-05-06 13:32:34
636203,1faef21b-aff7-11eb-83e0-0ae838defca7,shoutOut,10,"indie,world music,bollywood,producer,singer,songwriter,mastering engineer,composer",2021-05-08 12:15:49
636304,adec1bbe-aff9-11eb-b1fe-128a130028af,video,10,"indie,rock,rock (alt.),guitarist,singer,music lover,pianist",2021-05-08 12:34:06
637299,dc4cb957-b02e-11eb-aa9f-12d73b08236b,shoutOut,10,"blues,indie,rock,guitarist,singer,songwriter",2021-05-08 18:54:48
637954,de33ca65-b058-11eb-8bb5-0a1200300037,video,10,"indie,reggae,rock (alt.),bassist,guitarist,singer,songwriter",2021-05-08 23:55:30
639845,dcd132d7-b0c2-11eb-b4bc-1254437355c5,shoutOut,10,"blues,jazz,psychedelic,video director,publicist,videographer,composer,promoter",2021-05-09 12:34:14
649133,c7bfc117-b2a6-11eb-a878-0ae838defca7,track,10,"blues,hip hop,r&b/soul,backing singer,singer,songwriter,photographer,lyricist",2021-05-11 22:18:15
652420,d201d7c8-b335-11eb-9f1a-0ae838defca7,shoutOut,10,"hip hop,indie,pop,manager,publisher,label,a&r",2021-05-12 15:22:10
654750,6cbdfd61-b3d5-11eb-8569-128a130028af,track,10,"indie,pop,rock,guitarist,singer,songwriter,music teacher",2021-05-13 10:24:40
661941,7cb2e0f8-b4fd-11eb-84d3-128a130028af,video,10,"classical,pop,bluegrass,guitarist,singer,violinist,music lover",2021-05-14 21:43:58
671993,502fb083-b719-11eb-a477-12d73b08236b,video,10,"hip hop,r&b/soul,world music,backing singer,band,guitarist,songwriter,music teacher",2021-05-17 14:08:11
678774,8f2275cc-b882-11eb-baad-0a0d7a10423a,video,10,"electronic,indie,pop,singer,songwriter,flutist,lyricist",2021-05-19 09:14:05
678829,c82010d1-b884-11eb-946c-1254437355c5,shoutOut,10,"electronic,indie,pop,singer,songwriter,flutist,lyricist",2021-05-19 09:30:00
685194,556322ec-b9ae-11eb-a82c-0ae838defca7,video,10,"latin,pop,rock,singer,music lover,songwriter",2021-05-20 20:59:57
685223,453c10ba-b9ae-11eb-9c0d-128a130028af,video,10,"latin,pop,rock,singer,music lover,songwriter",2021-05-20 20:59:30
686234,bb5c8463-b9e6-11eb-8f75-0ae838defca7,shoutOut,10,"indie,pop,r&b/soul,mastering engineer,agent,talent scout",2021-05-21 03:43:40
